Item Name,Package Weight,Package Length,Package Height,Package Width,SKU
HC075FLOW,2.50,0.00,0.00,0.00,HC075FLOW
HCC800PL,9.985,0.00,0.00,0.00,HCC800PL
HFR07525,0.992,0.00,0.00,0.00,HFR07525
HPC400,6.125,0.00,0.00,0.00,HPC400
HY075,0.555,0.00,0.00,0.00,HY075
I20PRB04,0.857,0.00,0.00,0.00,I20PRB04
I20PRB06,1.037,0.00,0.00,0.00,I20PRB06
I2C800PL,9.963,0.00,0.00,0.00,I2C800PL
ICV101G,1.316,0.00,0.00,0.00,ICV101G
ICV151G,3.07,0.00,0.00,0.00,ICV151G
NODE100,1.885,0.00,0.00,0.00,NODE100
NODE100V,2.555,0.00,0.00,0.00,NODE100V
NODEBT,2.084,0.00,0.00,0.00,NODEBT
NODEBT100V,2.77,0.00,0.00,0.00,NODEBT100V
PGJ06,0.44,0.00,0.00,0.00,PGJ06
PGV101ASV,1.39,0.00,0.00,0.00,PGV101ASV
PGV101G,1.011,0.00,0.00,0.00,PGV101G
PGV101JTG,1.037,0.00,0.00,0.00,PGV101JTG
PROS04PRS30,0.271,0.00,0.00,0.00,PROS04PRS30
PROS06PRS30,0.359,0.00,0.00,0.00,PROS06PRS30
RZWS1025,0.362,0.00,0.00,0.00,RZWS1025
RZWS1825,1.22,0.00,0.00,0.00,RZWS1825
SJ506,0.115,0.00,0.00,0.00,SJ506
SPNODE,2.025,0.00,0.00,0.00,SPNODE
SPNODEBT,0.50,0.00,0.00,0.00,SPNODEBT
TL075FTEE-10,0.60,0.00,0.00,0.00,TL075FTEE-10
TL075TEE-200,0.10,3.00,1.00,2.00,TL075TEE-200
LST-10 Tape Loc Tee,0.506875,0.00,0.00,0.00,LST-10
LST-5 Tape Loc Tee,0.253438,0.00,0.00,0.00,LST-5
LSF-25 BUN Tape Loc x Female Hose Swivel,0.43,0.00,0.00,0.00,LSF-25
LSF-50 BUN Tape Loc x Female Hose Swivel,0.43,0.00,0.00,0.00,LSF-50
"CF8-25 (BUN) Figure 8 End for 1/2"" Tube",0.175,0.00,0.00,0.00,CF8-25
620ELC-25 (BUN) 0.620 OD Easy Loc Coupler,0.046875,0.00,0.00,0.00,620ELC-25
620ELC-50 (BUN) 0.620 OD Easy Loc Coupler,0.375,0.00,0.00,0.00,620ELC-50
620ELMC-25 (BUN) 20 OD Easy Loc End w/Cap 620ELMC-25,0.75,0.00,0.00,0.00,620ELMC-25
620ELMC-50 (BUN) 20 OD Easy Loc End w/Cap 620,1.50,0.00,0.00,0.00,620ELMC-50
"ELC34-25 (BUN) 3/4"" Easy Loc Coupler",0.078125,0.00,0.00,0.00,ELC34-25
"ELC34-50 (BUN) 3/4"" Easy Loc Coupler",0.078125,0.00,0.00,0.00,ELC34-50
620ELL-25 (BUN) 0.620 OD Easy Loc Elbow,0.04125,0.00,0.00,0.00,620ELL-25
620ELL-50 (BUN) 0.620 OD Easy Loc Elbow,2.40625,0.00,0.00,0.00,620ELL-50
620ELT-25 (BUN) 620 OD Easy Loc Tee,0.046875,0.00,0.00,0.00,620ELT-25
620ELT-50 (BUN) 620 OD Easy Loc Tee,0.09375,0.00,0.00,0.00,620ELT-50
620ELV-25 (BUN) .620 OD Easy Loc Valve,0.0625,0.00,0.00,0.00,620ELV-25
620ELV-50 (BUN) .620 OD Easy Loc Valve,0.125,0.00,0.00,0.00,620ELV-50
"620EL12S-25 (BUN) .620 OD Easy Loc x 1/2"" Slip",0.03125,0.00,0.00,0.00,620EL12S-25
"620EL12S-50 (BUN) .620 OD Easy Loc x 1/2"" Slip",0.0625,0.00,0.00,0.00,620EL12S-50
620ELFH-25 (BUN).620 OD Easy Loc x Fem Hose,0.03125,0.00,0.00,0.00,620ELFH-25
620ELFH-50 (BUN).620 OD Easy Loc x Fem Hose,0.0625,0.00,0.00,0.00,620ELFH-50
620ELMH-25 (BUN) .620 OD Easy Loc x Male Hose,0.062625,0.00,0.00,0.00,620ELMH-25
620ELMH-50 (BUN) .620 OD Easy Loc x Male Hose,0.0625,0.00,0.00,0.00,620ELMH-50
"EL12S-25 (BUN) 1/2"" EZ Loc x 1/2"" PVC slip",0.03125,0.00,0.00,0.00,EL12S-25
"EL12S-50 (BUN) 1/2"" EZ Loc x 1/2"" PVC slip",0.0625,0.00,0.00,0.00,EL12S-50
"EL38B-25 (BUN) 1/2"" Easy Loc x .400"" Barb",0.03125,0.00,0.00,0.00,EL38B-25
"EL38B-50 (BUN) 1/2"" Easy Loc x .400"" Barb",0.0625,0.00,0.00,0.00,EL38B-50
ELFH-25 (BUN) 1/2'' Easy Loc Female Hose Adapter,0.046875,0.00,0.00,0.00,ELFH-25
ELFH-50 (BUN) 1/2'' Easy Loc Female Hose Adapter,0.09375,0.00,0.00,0.00,ELFH-50
"ELFH34-25 (BUN) 3/4"" Easy Loc Female Hose Start",0.0625,0.00,0.00,0.00,ELFH34-25
"ELFH34-50 (BUN) 3/4"" Easy Loc Female Hose Start",0.0625,0.00,0.00,0.00,ELFH34-50
"ELFL34-25 (BUN) 3/4"" Easy Loc Female Hose Elbow",0.09375,0.00,0.00,0.00,ELFL34-25
"ELFL34-50 (BUN) 3/4"" Easy Loc Female Hose Elbow",0.1875,0.00,0.00,0.00,ELFL34-50
"ELFT-10 (BUN) 1/2"" Easy Loc Female Hose Tee",0.025,0.00,0.00,0.00,ELFT-10
"ELFT-25 (BUN) 1/2"" Easy Loc Female Hose Tee",0.0625,0.00,0.00,0.00,ELFT-25
"ELFT-50 (BUN) 1/2"" Easy Loc Female Hose Tee",0.125,0.00,0.00,0.00,ELFT-50
"ELFT34-25 (BUN) 3/4"" Easy Loc Female Hose Tee",0.109375,0.00,0.00,0.00,ELFT34-25
"ELFT34-50 (BUN) 3/4"" Easy Loc Female Hose Tee",0.21875,0.00,0.00,0.00,ELFT34-50
"ELMC34-2 (BUN) 3/4"" Easy Loc End Cap",0.005,0.00,0.00,0.00,ELMC34-2
"ELMC34-25 (BUN) 3/4"" Easy Loc End Cap",0.0625,0.00,0.00,0.00,ELMC34-25
"ELMC34-50 (BUN) 3/4"" Easy Loc End Cap",0.125,0.00,0.00,0.00,ELMC34-50
"ELMH34-25 (BUN) 3/4"" Easy Loc x Male Hose End",0.046875,0.00,0.00,0.00,ELMH34-25
"ELMH34-50 (BUN) 3/4"" Easy Loc x Male Hose End",0.09375,0.00,0.00,0.00,ELMH34-50
"ELMH-25 (BUN) 1/2"" Easy Loc Male Hose End",0.03125,0.00,0.00,0.00,ELMH-25
"ELMH-50 (BUN) 1/2"" Easy Loc Male Hose End",0.0625,0.00,0.00,0.00,ELMH-50
"ELMT34-25 (BUN) 3/4"" Easy Loc Male Hose Tee",0.09375,0.00,0.00,0.00,ELMT34-25
"ELMT34-50 (BUN) 3/4"" Easy Loc Male Hose Tee",0.1875,0.00,0.00,0.00,ELMT34-50
"ELL1-5 (BUN) 1"" Easy Loc Elbow",0.30,0.00,0.00,0.00,ELL1-5
"ELL1-25 (BUN) 1"" Easy Loc Elbow",1.50,0.00,0.00,0.00,ELL1-25
"ELRL-25 (Bun) 3/4"" x 1/2"" EZ Loc Elbow",0.15625,0.00,0.00,0.00,ELRL-25
"ELRL-50 (Bun) 3/4"" x 1/2"" EZ Loc Elbow",0.3125,0.00,0.00,0.00,ELRL-50
"C_ELL-25 (BUN) 1/2"" Compression Elbow",1.60,8.00,2.00,12.00,C_ELL-25
"ELRT-25 (BUN) 3/4"" x 3/4"" x 1/2"" Easy Loc Reducing Tee",0.140625,0.00,0.00,0.00,ELRT-25
"ELRT-50 (BUN) 3/4"" x 3/4"" x 1/2"" Easy Loc Reducing Tee",0.28125,0.00,0.00,0.00,ELRT-50
"ELRT12-25 (BUN) 3/4"" x 1/2"" x 1/2"" Easy Loc Tee",0.125,0.00,0.00,0.00,ELRT12-25
"ELRT12-50 (BUN) 3/4"" x 1/2"" x 1/2"" Easy Loc Tee",0.25,0.00,0.00,0.00,ELRT12-50
"ELT34-25 (BUN) 3/4"" Easy Loc Tee ELT",0.125,0.00,0.00,0.00,ELT34-25
"ELT34-50 (BUN) 3/4"" Easy Loc Tee ELT",0.25,0.00,0.00,0.00,ELT34-50
HCAP-25 (Bun) Hose Cap w/Washer,0.015625,0.00,0.00,0.00,HCAP-25
HCAP-50 (Bun) Hose Cap w/Washer,0.03125,0.00,0.00,0.00,HCAP-50
LSC-25 (BUN) Irritec Tape Coupler,0.03125,0.00,0.00,0.00,LSC-25
LSC-50 (BUN) Irritec Tape Coupler,0.0625,0.00,0.00,0.00,LSC-50
LSL-5 (BUN) Tape Loc Elbow,0.009375,0.00,0.00,0.00,LSL-5
LSL-10 (BUN) Tape Loc Elbow,0.01875,0.00,0.00,0.00,LSL-10
LSL-25 (BUN) Tape Loc Elbow,0.046875,0.00,0.00,0.00,LSL-25
LSL-50 (BUN) Tape Loc Elbow,0.09375,0.00,0.00,0.00,LSL-50
LSPLUG-50 (BUN)Tape End Plug,0.0125,0.00,0.00,0.00,LSPLUG-50
"STRE-100 (BUN) 1/2"" Trellis Hanger",0.07,1.50,0.50,1.00,STRE-100
"STRE34-100 (BUN) 3/4"" Trellis Hanger",0.13,1.75,0.625,1.125,STRE34-100
"T12075MA-25 (Bun) Netafim Techline EZ 12mm Insert Male Adapter 3/4""",0.02625,0.00,0.00,0.00,T12075MA-25
"T12075MA-500 (Bun) Netafim Techline EZ 12mm Insert Male Adapter 3/4""",0.625,0.00,0.00,0.00,T12075MA-500
"CRCC-5 (Bun) 3/4""x 1/2"" Reducing Coupler",0.00625,0.00,0.00,0.00,CRCC-5
"CRCC-25 (Bun) 3/4""x 1/2"" Reducing Coupler",0.03125,0.00,0.00,0.00,CRCC-25
T12COUP-25 (BUN) Netafim Techline EZ 12mm Insert Coupling,0.0625,0.00,0.00,0.00,T12COUP-25
T12COUP-100 (BUN) Netafim Techline EZ 12mm Insert Coupling,0.25,0.00,0.00,0.00,T12COUP-100
"AFH12MP-5 (Bun) Female Hose x 1/2"" Male Pipe",1.90,0.00,0.00,0.00,AFH12MP-5
"AFH12MP-25 (Bun) Female Hose x 1/2"" Male Pipe",1.90,0.00,0.00,0.00,AFH12MP-25
"EL12FT34-25 (Bun) 3/4"" Easy Loc x 1/2"" FPT Tee",0.140625,0.00,0.00,0.00,EL12FT34-25
"EL12FT34-50 (Bun) 3/4"" Easy Loc x 1/2"" FPT Tee",0.28125,0.00,0.00,0.00,EL12FT34-50
"R14B-5 (Bun) 1/4"" Barb x 1/2"" FPT",0.003125,0.00,0.00,0.00,R14B-5
"R14B-25 (Bun) 1/4"" Barb x 1/2"" FPT",0.003125,0.00,0.00,0.00,R14B-25
"ELSOL-10 (Bun) 1/2"" Easy Loc Side Out ElbowELSOL",0.06875,0.00,0.00,0.00,ELSOL-10
"ELSOL-25 (Bun) 1/2"" Easy Loc Side Out ElbowELSOL",0.171875,0.00,0.00,0.00,ELSOL-25
"ELSOL-50 (Bun) 1/2"" Easy Loc Side Out ElbowELSOL",0.171875,0.00,0.00,0.00,ELSOL-50
"EL14B-5 (Bun) 1/2"" Easy Loc x 1/4"" Barb",0.009375,0.00,0.00,0.00,EL14B-5
"EL14B-25 (Bun) 1/2"" Easy Loc x 1/4"" Barb",0.046875,0.00,0.00,0.00,EL14B-25
KIP3-T,31.465,29.00,13.00,29.00,KIP3-T
T12SOV-10 (Bun) Netafim Techline EZ 12mm Shut-Off Valve,0.00,0.00,0.00,0.00,T12SOV-10
EDTUBE8XMT-25,0.00,0.00,0.00,0.00,EDTUBE8XMT-25
"ELX34-25 (BUN) 3/4"" Easy Loc 4-Way Cross",0.3125,0.00,0.00,0.00,ELX34-25
"ELX34-50 (BUN) 3/4"" Easy Loc 4-Way Cross",0.625,0.00,0.00,0.00,ELX34-50
"CSO34-25 (BUN) 3/4"" Compression Coupler w/Valve",0.0625,0.00,0.00,0.00,CSO34-25
"CSO34-50 (BUN) 3/4"" Compression Coupler w/Valve",0.125,0.00,0.00,0.00,CSO34-50
"ELFL-25 (BUN) 1/2"" Easy Loc Female Hose Elbow",0.046875,0.00,0.00,0.00,ELFL-25
"ELFL-50 (BUN) 1/2"" Easy Loc Female Hose Elbow",0.09375,0.00,0.00,0.00,ELFL-50
"EL12FT-25 (BUN) 1/2"" Easy Loc x 1/2"" Female Pipe Tee",0.09375,0.00,0.00,0.00,EL12FT-25
"EL12FT-50 (BUN) 1/2"" Easy Loc x 1/2"" Female Pipe Tee",0.1875,0.00,0.00,0.00,EL12FT-50
"EL12M-25 (BUN) 1/2"" Easy Loc x 1/2"" Male Pipe",0.03125,0.00,0.00,0.00,EL12M-25
"EL12M-50 (BUN) 1/2"" Easy Loc x 1/2"" Male Pipe",0.0625,0.00,0.00,0.00,EL12M-50
"EL12MPV-25 (BUN) 1/2"" Easy Loc x 1/2"" Male Pipe With Valve",0.046875,0.00,0.00,0.00,EL12MPV-25
"EL12MPV-50 (BUN) 1/2"" Easy Loc x 1/2"" Male Pipe With Valve",0.09375,0.00,0.00,0.00,EL12MPV-50
"EL34M-25 (BUN) 1/2"" Easy Loc x 3/4"" Male Pipe",0.03125,0.00,0.00,0.00,EL34M-25
"EL34M-50 (BUN) 1/2"" Easy Loc x 3/4"" Male Pipe",0.0625,0.00,0.00,0.00,EL34M-50
LSMC-25 (Bun) Tape Loc x Male End Cap,33.95,0.00,0.00,0.00,LSMC-25
LSMC-50 (Bun) Tape Loc x Male End Cap,0.09375,0.00,0.00,0.00,LSMC-50
"EL34M34-25 (Bun) 3/4"" Easy Loc x 3/4"" MPT",0.049375,0.00,0.00,0.00,EL34M34-25
"EL34M34-50 (Bun) 3/4"" Easy Loc x 3/4"" MPT",0.099375,0.00,0.00,0.00,EL34M34-50
"EL34SOCT34-25 (BUN) 3/4"" Easy Loc Tee x 3/4"" PVC slip",0.00,0.00,0.00,0.00,EL34SOCT34-25
"EL34SOCT34-50 (BUN) 3/4"" Easy Loc Tee x 3/4"" PVC slip",0.00,0.00,0.00,0.00,EL34SOCT34-50
"ELRC-25 (BUN) 3/4"" x 1/2"" Easy Loc Reducing Coupler",0.128125,0.00,0.00,0.00,ELRC-25
"ELRC-50 (BUN) 3/4"" x 1/2"" Easy Loc Reducing Coupler",0.255625,0.00,0.00,0.00,ELRC-50
"ELRTV-25 (Bun) Easy Loc Reducing Tee 1"" x 1"" x 3/4"" w/ Shutoff Valve",0.48,0.00,0.00,0.00,ELRTV-25
"ELRTV-50 (Bun) Easy Loc Reducing Tee 1"" x 1"" x 3/4"" w/ Shutoff Valve",0.96,0.00,0.00,0.00,ELRTV-50
"ELV400B-25 (Bun) 1/2"" Easy Loc x .400 Barb with Shutoff Valve",0.04375,0.00,0.00,0.00,ELV400B-25
"ELV400B-50 (Bun) 1/2"" Easy Loc x .400 Barb with Shutoff Valve",0.096875,0.00,0.00,0.00,ELV400B-50
"ELSO34-25 (Bun) 3/4"" Easy Loc Valve",0.171875,0.00,0.00,0.00,ELSO34-25
"ELSO34-50 (Bun) 3/4"" Easy Loc Valve",0.34375,0.00,0.00,0.00,ELSO34-50
"ELX-25 (BUN) 1/2"" Easy Loc 4-Way Cross",0.09375,0.00,0.00,0.00,ELX-25
"ELX-50 (BUN) 1/2"" Easy Loc 4-Way Cross",0.1875,0.00,0.00,0.00,ELX-250
"CF834-25 (Bun) 3/4"" Figure 8 End",0.013125,0.00,0.00,0.00,CF834-25
"CF834-50 (Bun) 3/4"" Figure 8 End",0.02625,0.00,0.00,0.00,CF834-50
EL34MPV34-25,0.106875,0.00,0.00,0.00,EL34MPV34-25
"EL34MPV34-50 (Bun) 3/4"" Easy Loc x 3/4"" MPT w/ Valve",0.21375,0.00,0.00,0.00,EL34MPV34-50
"EL34SPIG1-25 (Bun) 3/4"" Easy Loc x 1"" PVC",0.053125,0.00,0.00,0.00,EL34SPIG1-25
"EL34SPIG1-50 (Bun) 3/4"" Easy Loc x 1"" PVC",0.105625,0.00,0.00,0.00,EL34SPIG1-50
"ELA34-25 (Bun) 3/4"" Easy Loc x PVC Adapter",0.04875,0.00,0.00,0.00,ELA34-25
"ELA34-50 (Bun) 3/4"" Easy Loc x PVC Adapter",0.096875,0.00,0.00,0.00,ELA34-50
"EL34F-25 (Bun) 1/2"" Easy Loc x 3/4"" Female Pipe",0.00,0.00,0.00,0.00,EL34F-25
"EL34F-50 (Bun) 1/2"" Easy Loc x 3/4"" Female Pipe",0.165625,0.00,0.00,0.00,EL34F-50
"EL34F34-25 (Bun) 3/4"" Easy Loc x 3/4"" FPT 25 pack",0.094375,0.00,0.00,0.00,EL34F34-25
"EL34F34-50 (Bun) 3/4"" Easy Loc x 3/4"" FPT 25 pack",0.18875,0.00,0.00,0.00,EL34F34-50
"NET0300HSAC-24-10 (BUN) 24"" Micro-Sprinkler/Fogger Hanging Assembly",0.1325,0.00,0.00,0.00,NET0300HSAC-24-10
"NET0300HSAC-24-25 (BUN) 24"" Micro-Sprinkler/Fogger Hanging Assembly",0.330625,0.00,0.00,0.00,NET0300HSAC-24-25
"NET0300HSAC-36-10 (Bun) 36"" Micro-Sprinkler/Fogger Hanging Assembly",0.1325,0.00,0.00,0.00,NET0300HSAC-36-10
"NET0300HSAC-36-25 (Bun) 36"" Micro-Sprinkler/Fogger Hanging Assembly",0.330625,0.00,0.00,0.00,NET0300HSAC-36-25
"LS12M-25 (Bun) Tape Loc x 1/2"" MPT",0.02625,0.00,0.00,0.00,LS12M-25
"LS12M-50 (Bun) Tape Loc x 1/2"" MPT",0.053125,0.00,0.00,0.00,LS12M-50
"AMHMP-5 (Bun) Male Hose x 3/4"" Male Pipe",0.00625,0.00,0.00,0.00,AMHMP-5
"AMHMP-25 (Bun) Male Hose x 3/4"" Male Pipe",0.03125,0.00,0.00,0.00,AMHMP-25
"AMHMP-50 (Bun) Male Hose x 3/4"" Male Pipe",0.063125,0.00,0.00,0.00,AMHMP-50
"AMHMPB-5 (Bun) Male Hose x 3/4"" Male Pipe",0.021875,0.00,0.00,0.00,AMHMPB-5
"AMHMPB-25 (Bun) Male Hose x 3/4"" Male Pipe",0.109375,0.00,0.00,0.00,AMHMPB-25
"AMHMPB-50 (Bun) Male Hose x 3/4"" Male Pipe",0.218125,0.00,0.00,0.00,AMHMPB-50
CC-25 (Bun) Compression Coupler,0.03125,0.00,0.00,0.00,CC-25
"CC-50 (Bun) 1/2"" Compression Coupler",0.063125,0.00,0.00,0.00,CC-50
"CETC-5 (Bun) 1/2"" Compression Male Hose End Cap",0.00875,0.00,0.00,0.00,CETC-5
"CETC-25 (Bun) 1/2"" Compression Male Hose End Cap",0.045,0.00,0.00,0.00,CETC-25
"AFHFP-5 (Bun) FHT x 3/4"" FPT - Brass Swivel",0.008125,0.00,0.00,0.00,AFHFP-5
"AFHFP-25 (Bun) FHT x 3/4"" FPT - Brass Swivel",0.00,0.00,0.00,0.00,AFHFP-25
"AFHFPBS-5 (Bun) FHT x 3/4"" FPT - Brass Swivel",0.02375,0.00,0.00,0.00,AFHFPBS-5
"AFHFPBS-25 (Bun) FHT x 3/4"" FPT - Brass Swivel",0.1175,0.00,0.00,0.00,AFHFPBS-25
"C_ELL-50 (BUN) 1/2"" Compression Elbow",7.275,8.00,2.00,12.00,C_ELL-50
"EL34SOCT-25 (Bun) 1/2"" Easy Loc Tee x 3/4"" PVC Slip",0.0925,0.00,0.00,0.00,EL34SOCT-25
"EL34SOCT-50 (Bun) 1/2"" Easy Loc Tee x 3/4"" PVC Slip",0.185,0.00,0.00,0.00,EL34SOCT-50
P1BVT-5,0.09125,0.00,0.00,0.00,P1BVT-5
"P1BVT-25 (Bun) 1"" PVC Threaded Ball Valve",0.4575,0.00,0.00,0.00,P1BVT-25
"P112BVT-5 (Bun) 1/2"" PVC Threaded Ball Valve",0.17375,0.00,0.00,0.00,P112BVT-5
"P112BVT-25 (Bun) 1/2"" PVC Threaded Ball Valve",0.87,0.00,0.00,0.00,P112BVT-25
"P12BVT-5 (Bun) 1/2"" PVC Threaded Ball Valve",0.044375,0.00,0.00,0.00,P12BVT-5
"P12BVT-25 (Bun) 1/2"" PVC Threaded Ball Valve",0.00,0.00,0.00,0.00,P12BVT-25
"P2BVT-5 (Bun) 2"" PVC Threaded Ball Valve",0.280625,0.00,0.00,0.00,P2BVT-5
"P2BVT-25 (Bun) 2"" PVC Threaded Ball Valve",1.40375,0.00,0.00,0.00,P2BVT-25
"P34BVT-5 (Bun) 3/4"" PVC Threaded Ball Valve",0.051875,0.00,0.00,0.00,P34BVT-5
"P34BVT-25 (Bun) 3/4"" PVC Threaded Ball Valve",0.26,0.00,0.00,0.00,P34BVT-25
"ELMT-5 (Bun) 1/2"" Easy Loc Male Hose Tee",0.00,0.00,0.00,0.00,ELMT-5
"ELMT-25 (Bun) 1/2"" Easy Loc Male Hose Tee",0.060625,0.00,0.00,0.00,ELMT-25
"TLCK075MA-25 (Bun) Netafim TechLock 17mm Male Adapter 3/4""",0.088125,0.00,0.00,0.00,TLCK075MA-25
"TLCK075MA-50 (Bun) Netafim TechLock 17mm Male Adapter 3/4""",0.17625,0.00,0.00,0.00,TLCK075MA-50
GH240CUT,0.00,0.00,0.00,0.00,GH240CUT
LST-50 Tape Loc Tee,0.114375,0.00,0.00,0.00,LST-50
LST-25 Tape Loc Tee,0.057188,0.00,0.00,0.00,LST-25
"TMRN-5 (Bun) Manifold Nipple 1"" x 3/4""",0.0025,0.00,0.00,0.00,TMRN-5
"TMRN-25 (Bun) Manifold Nipple 1"" x 3/4""",0.055625,0.00,0.00,0.00,TMRN-25
TML-5 (Bun) Manifold Elbow,0.004375,0.00,0.00,0.00,TML-5
TML-25 (Bun) Manifold Elbow,0.109375,0.00,0.00,0.00,TML-25
LSBSO400-25,1.00,8.00,1.00,8.00,LSBSO-25
PR10HOSE,0.00,0.00,0.00,0.00,PR10HOSE
TLCKCOUP-25 (Bun) Netafim TechLock 17mm Coupling,0.03125,0.00,0.00,0.00,TLCKCOUP-25
TLCKCOUP-50 (Bun) Netafim TechLock 17mm Coupling,0.0625,0.00,0.00,0.00,TLCKCOUP-50
TLCKCOUP-100 (Bun) Netafim TechLock 17mm Coupling,0.125,0.00,0.00,0.00,TLCKCOUP-100
PR46300,0.125,3.00,1.00,1.00,PR46300
PWPINS,0.25,6.00,1.00,7.00,PWPINS
"BL112-25 (Bun) DURA Barbed Elbow 1 1/2""",0.14875,0.00,0.00,0.00,BL112-25
"BL112-50 (Bun) DURA Barbed Elbow 1 1/2""",0.2975,0.00,0.00,0.00,BL112-50
"BL114-25 (Bun) DURA Barbed Elbow 1 1/4""",0.11625,0.00,0.00,0.00,BL114-25
"BL114-50 (Bun) DURA Barbed Elbow 1 1/4""",0.2325,0.00,0.00,0.00,BL114-50
KCSPK,0.00,0.00,0.00,0.00,KCSPK
14BUGT-10,0.03,2.00,0.50,2.00,14BUGT-10
KSPB34Kit,3.00,10.00,10.00,10.00,KSPB34Kit
RLSOKit,0.00,0.00,0.00,0.00,RLSOKit
DNPCH12,0.00,0.00,0.00,0.00,DNPCH12
LSSOC-50 (Bun) Tape Loc x PVC Adapter,0.063125,0.00,0.00,0.00,LSSOC-50
LSSOC-25 (Bun) Tape Loc x PVC Adapter,0.03125,0.00,0.00,0.00,LSSOC-25
LSPVL-25 (Bun) Tape Loc x .420 Barb with Valve,0.070625,0.00,0.00,0.00,LSPVL-25
LSPVL-50 (Bun) Tape Loc x .420 Barb with Valve,0.14125,0.00,0.00,0.00,LSPVL-50
C34F,1.00,2.00,1.00,1.00,C34F
P344,1.00,1.00,4.00,1.00,P344
"ELL34-25 (BUN) 3/4"" Easy Loc Elbow",0.078125,0.00,0.00,0.00,ELL34-25
"ELL34-50 (BUN) 3/4"" Easy Loc Elbow",0.15625,0.00,0.00,0.00,ELL34-50
MWL-5 (Bun) High Flow Mini Wobbler - Lavender,0.004375,0.00,0.00,0.00,MWL-5
MWL-25 (Bun) High Flow Mini Wobbler - Lavender,0.020625,0.00,0.00,0.00,MWL-25
MWLB-5 (Bun) Low Flow Mini Wobbler (Light Blue),0.004375,0.00,0.00,0.00,MWLB-5
MWLB-25 (Bun) Low Flow Mini Wobbler (Light Blue),0.020625,0.00,0.00,0.00,MWLB-25
LSM-50 (BUN) Tape Loc x Male Hose Thread,0.063125,0.00,0.00,0.00,LSM-50
LSM-25 (BUN) Tape Loc x Male Hose Thread,0.03125,0.00,0.00,0.00,LSM-25
TD410BT,1.00,0.00,0.00,0.00,TD410BT
TD710A,1.75,0.00,0.00,0.00,TD710A
TD720A,1.00,0.00,0.00,0.00,TD720A
TD740A,1.00,0.00,0.00,0.00,TD740A
TD760A,1.00,0.00,0.00,0.00,TD760A
TDS305DCA,0.35,0.00,0.00,0.00,TDS305DCA
"CT-15 (Bun) 1/2"" Compression Tee",0.03375,0.00,0.00,0.00,CT-15
"CT-5 (Bun) 1/2"" Compression Tee",0.01125,0.00,0.00,0.00,CT-5
"CT-25 (Bun) 1/2"" Compression Tee",0.05625,0.00,0.00,0.00,CT-25
FYCE155_,0.06,5.10,1.70,1.70,FYCE155_
